Timestamp,what's your age ,what's your degree ,what is your year of studies ,what is your major ,  How many hours do you sleep on average per night?  ,   How many hours do you spend on screens per day (excluding academic work)?  ,  Do you engage in regular physical activity ? ,"  How many caffeinated drinks (coffee, tea, energy drinks) do you consume per day?  ",  How many hours do you study per week outside of class?  ,do u have exams in the next two weeks ,  How would you rate your current academic workload?  ,"   On a scale from 1 to 10, how would you rate your current stress level?  "
01/04/2026 06:28:00,20,Bachelor degree at TBS,3rd,Marketing,7–8 hours,2–4 hours,no,0,More than 30 hours,no,high,8
10/03/2026 09:14:00,25,licence,3rd,Sociology,5–6 hours,2–4 hours,yes,1,20–30 hours,no,moderate,1
31/03/2026 13:07:00,26,médecine,2nd,Pediatrics,Less than 5 hours,4–6 hours,no,1,10–20 hours,yes,high,8
26/03/2026 15:01:54,23,cycle d'ingénieur,1st,Computer science ,Less than 5 hours,More than 6 hours,yes,0,Less than 10 hours,no,low,4
04/02/2026 16:39:00,24,mastère,2nd,Environmental science,7–8 hours,More than 6 hours,no,1,More than 30 hours,no,high,5
17/01/2026 23:23:00,21,licence,1st,Physics,Less than 5 hours,More than 6 hours,no,0,Less than 10 hours,yes,moderate,9
08/02/2026 01:20:00,19,licence,3rd,Économie,7–8 hours,More than 6 hours,yes,0,20–30 hours,no,moderate,9
06/04/2026 06:04:00,21,cycle d'ingénieur,3rd,Computer science,7–8 hours,More than 6 hours,no,1,20–30 hours,no,moderate,6
14/04/2026 01:33:00,25,cycle d'ingénieur,4th,Robotics,5–6 hours,More than 6 hours,no,1,10–20 hours,no,moderate,5
26/04/2026 12:24:00,28,mastère,2nd,AI & machine learning,Less than 5 hours,2–4 hours,yes,1,10–20 hours,no,moderate,6
30/01/2026 20:19:00,31,mastère,2nd,Finance & banking,7–8 hours,More than 6 hours,yes,0,Less than 10 hours,no,low,5
09/02/2026 05:34:00,22,licence,3rd,Web development,7–8 hours,2–4 hours,yes,1,More than 30 hours,no,moderate,5
29/04/2026 08:26:00,26,mastère,2nd,Telecom & networks,5–6 hours,More than 6 hours,no,1,10–20 hours,no,high,8
18/02/2026 03:48:00,27,doctorat,1st,Mathematics,More than 8 hours,4–6 hours,no,1,10–20 hours,yes,moderate,8
05/03/2026 16:10:00,39,doctorat,1st,Materials science,7–8 hours,More than 6 hours,no,0,10–20 hours,no,moderate,5
14/04/2026 20:39:49,22,licence,2nd,IT,Less than 5 hours,More than 6 hours,no,3 or more,Less than 10 hours,yes,low,8
01/03/2026 22:21:17,23,cycle d'ingénieur,2nd,Mechanical engineering ,7–8 hours,2–4 hours,yes,1,10–20 hours,yes,moderate,2
21/04/2026 12:42:00,24,cycle d'ingénieur,4th,Data science,7–8 hours,More than 6 hours,yes,1,Less than 10 hours,yes,low,6
03/02/2026 13:29:00,21,licence,3rd,Law,7–8 hours,2–4 hours,yes,0,Less than 10 hours,yes,low,3
10/04/2026 08:12:00,19,licence,1st,Law,Less than 5 hours,More than 6 hours,no,0,10–20 hours,yes,high,10
25/03/2026 14:00:00,20,préparatoire intégrée,1st,Biology,More than 8 hours,4–6 hours,no,2,More than 30 hours,no,moderate,6
20/03/2026 04:02:00,21,licence,2nd,Mathematics,5–6 hours,More than 6 hours,yes,1,20–30 hours,no,low,1
25/04/2026 04:39:00,27,mastère,1st,Data analytics,5–6 hours,4–6 hours,yes,0,20–30 hours,yes,moderate,8
06/03/2026 05:48:00,25,cycle d'ingénieur,4th,Healthcare IT,5–6 hours,More than 6 hours,no,2,10–20 hours,no,high,7
16/03/2026 03:50:00,26,mastère,2nd,Droit / law,7–8 hours,More than 6 hours,yes,1,10–20 hours,no,moderate,6
13/02/2026 10:55:00,17,licence,3rd,Psychology,7–8 hours,2–4 hours,yes,2,Less than 10 hours,yes,low,5
10/02/2026 07:32:00,27,pharmacie,3rd,Industrial pharmacy,5–6 hours,More than 6 hours,yes,3 or more,10–20 hours,no,moderate,9
30/03/2026 10:42:00,23,cycle d'ingénieur,3rd,Mechanical engineering,5–6 hours,More than 6 hours,no,1,More than 30 hours,no,high,6
03/03/2026 07:05:11,26,cycle d'ingénieur,5th,IT,Less than 5 hours,More than 6 hours,no,0,Less than 10 hours,no,high,7
20/02/2026 10:01:00,25,mastère,2nd,Environmental science,7–8 hours,4–6 hours,yes,0,More than 30 hours,yes,low,4
19/02/2026 09:47:00,23,cycle d'ingénieur,3rd,Mechanical engineering,7–8 hours,4–6 hours,no,0,20–30 hours,no,high,6
04/02/2026 05:29:00,23,mastère,2nd,Data analytics,More than 8 hours,4–6 hours,no,1,10–20 hours,no,high,4
24/04/2026 21:53:00,21,préparatoire intégrée,2nd,Physics,More than 8 hours,2–4 hours,no,1,20–30 hours,no,low,2
02/03/2026 16:21:00,25,mastère,1st,Graphic design,5–6 hours,More than 6 hours,no,2,10–20 hours,yes,moderate,6
05/04/2026 16:15:00,21,licence,3rd,Physics,7–8 hours,More than 6 hours,yes,3 or more,Less than 10 hours,yes,low,3
27/01/2026 05:39:00,27,médecine,4th,Neurology,Less than 5 hours,2–4 hours,no,1,10–20 hours,no,high,10
18/02/2026 14:31:00,18,médecine,4th,Cardiology,5–6 hours,Less than 2 hours,no,0,More than 30 hours,no,high,7
05/02/2026 12:42:00,26,mastère,1st,AI & machine learning,Less than 5 hours,2–4 hours,no,3 or more,10–20 hours,no,high,8
19/03/2026 18:26:00,20,préparatoire intégrée,2nd,Engineering sciences,Less than 5 hours,More than 6 hours,no,3 or more,10–20 hours,yes,moderate,7
04/04/2026 12:36:00,25,licence,3rd,History,7–8 hours,4–6 hours,no,2,Less than 10 hours,yes,low,1
05/03/2026 23:15:00,17,licence,2nd,Marketing,5–6 hours,2–4 hours,no,0,Less than 10 hours,no,moderate,6
27/04/2026 00:52:00,27,médecine,3rd,General medicine,Less than 5 hours,2–4 hours,yes,3 or more,10–20 hours,yes,moderate,9
06/04/2026 14:16:00,21,licence,2nd,Mathematics,5–6 hours,More than 6 hours,yes,1,20–30 hours,no,low,1
31/01/2026 23:06:00,23,cycle d'ingénieur,1st,Telecommunications engineering,5–6 hours,More than 6 hours,no,1,More than 30 hours,yes,high,10
18/03/2026 15:55:00,23,pharmacie,3rd,Industrial pharmacy,7–8 hours,4–6 hours,no,1,10–20 hours,yes,high,7
17/02/2026 19:14:00,28,mastère,1st,AI & machine learning,Less than 5 hours,2–4 hours,no,3 or more,10–20 hours,no,high,8
28/03/2026 08:45:28,22,cycle d'ingénieur,2nd,Medical informatics ,7–8 hours,4–6 hours,no,0,Less than 10 hours,no,high,5
15/02/2026 01:49:00,21,cycle d'ingénieur,4th,Biomedical engineering,5–6 hours,4–6 hours,yes,1,More than 30 hours,no,moderate,4
01/04/2026 20:30:00,19,licence,3rd,Philosophy,Less than 5 hours,4–6 hours,no,1,More than 30 hours,yes,high,8
29/03/2026 13:31:00,19,préparatoire intégrée,2nd,Computer science,7–8 hours,2–4 hours,yes,2,10–20 hours,no,moderate,4
09/04/2026 00:38:00,27,mastère,1st,Project management,7–8 hours,More than 6 hours,yes,0,10–20 hours,no,low,2
07/02/2026 22:55:00,23,cycle d'ingénieur,3rd,Robotics,Less than 5 hours,More than 6 hours,yes,1,Less than 10 hours,yes,low,5
22/01/2026 18:10:00,24,mastère,2nd,Environmental science,7–8 hours,More than 6 hours,no,1,More than 30 hours,no,high,4
14/02/2026 15:13:00,18,licence,1st,Accounting,7–8 hours,4–6 hours,yes,1,10–20 hours,no,low,2
11/03/2026 22:50:00,28,mastère,1st,Project management,More than 8 hours,4–6 hours,yes,0,10–20 hours,yes,low,2
03/01/2026 08:54:00,23,cycle d'ingénieur,3rd,Industrial computer science,More than 8 hours,2–4 hours,yes,2,10–20 hours,yes,low,8
15/04/2026 22:34:00,19,licence,3rd,Philosophy,Less than 5 hours,4–6 hours,no,1,More than 30 hours,yes,high,8
14/03/2026 09:08:00,26,mastère,1st,Data analytics,7–8 hours,2–4 hours,yes,0,20–30 hours,yes,moderate,9
11/02/2026 00:40:00,25,licence,3rd,Chemistry,7–8 hours,2–4 hours,no,2,Less than 10 hours,no,low,5
07/04/2026 14:09:00,24,licence,2nd,Network security,7–8 hours,More than 6 hours,no,2,10–20 hours,no,low,1
29/01/2026 08:38:00,18,licence,1st,Accounting,7–8 hours,4–6 hours,no,3 or more,10–20 hours,yes,high,7
16/02/2026 21:09:00,19,cycle d'ingénieur,1st,Biomedical engineering,5–6 hours,4–6 hours,yes,1,10–20 hours,no,high,4
12/02/2026 07:46:00,22,licence,3rd,Marketing,5–6 hours,More than 6 hours,yes,0,Less than 10 hours,yes,low,5
18/03/2026 01:07:00,22,cycle d'ingénieur,5th,Software engineering,7–8 hours,2–4 hours,yes,1,10–20 hours,no,moderate,3
25/02/2026 01:35:00,24,licence,3rd,Mathematics,7–8 hours,4–6 hours,yes,0,Less than 10 hours,no,low,1
25/03/2026 22:22:45,22,licence,1st,Administration des affaires ,5–6 hours,Less than 2 hours,no,1,Less than 10 hours,yes,moderate,6
26/01/2026 23:33:00,23,licence,2nd,Web development,7–8 hours,2–4 hours,no,2,More than 30 hours,yes,moderate,8
12/03/2026 06:29:00,24,licence,2nd,Physics,7–8 hours,4–6 hours,no,0,Less than 10 hours,no,low,1
16/02/2026 11:20:00,20,cycle d'ingénieur,4th,Biomedical engineering,5–6 hours,4–6 hours,yes,1,More than 30 hours,no,moderate,4
22/02/2026 23:43:00,22,Bachelor degree at TBS,3rd,Entrepreneurship,Less than 5 hours,Less than 2 hours,no,1,10–20 hours,yes,moderate,8
05/03/2026 04:53:00,20,licence,3rd,Chemistry,Less than 5 hours,More than 6 hours,no,3 or more,10–20 hours,yes,moderate,8
26/03/2026 14:16:11,25,cycle d'ingénieur,5th,IT,Less than 5 hours,More than 6 hours,no,0,Less than 10 hours,no,high,7
03/02/2026 14:15:00,26,cycle d'ingénieur,1st,Biomedical engineering,5–6 hours,2–4 hours,yes,0,Less than 10 hours,yes,low,5
17/02/2026 20:07:00,24,cycle d'ingénieur,1st,Biomedical engineering,More than 8 hours,2–4 hours,yes,2,Less than 10 hours,no,low,1
25/03/2026 15:17:00,21,cycle d'ingénieur,5th,Electrical engineering,Less than 5 hours,2–4 hours,no,0,20–30 hours,no,high,9
06/04/2026 09:51:00,27,cycle d'ingénieur,3rd,Cybersecurity,7–8 hours,More than 6 hours,yes,1,10–20 hours,yes,low,9
10/03/2026 09:21:00,29,mastère,2nd,Environmental science,7–8 hours,2–4 hours,yes,2,Less than 10 hours,yes,low,6
21/01/2026 10:49:00,25,médecine,3rd,Cardiology,7–8 hours,More than 6 hours,yes,2,Less than 10 hours,yes,low,3
07/03/2026 05:21:00,26,cycle d'ingénieur,2nd,Mechanical engineering,5–6 hours,More than 6 hours,no,0,10–20 hours,no,moderate,4
31/03/2026 04:35:00,17,licence,2nd,Économie,Less than 5 hours,4–6 hours,no,2,10–20 hours,no,moderate,8
21/03/2026 17:18:00,23,cycle d'ingénieur,1st,Embedded systems,7–8 hours,More than 6 hours,no,3 or more,20–30 hours,yes,low,1
22/01/2026 12:22:00,24,licence,1st,Marketing,5–6 hours,4–6 hours,yes,1,Less than 10 hours,yes,low,5
21/04/2026 15:08:00,26,mastère,2nd,AI & machine learning,Less than 5 hours,2–4 hours,yes,1,10–20 hours,no,moderate,5
27/02/2026 07:06:00,22,cycle d'ingénieur,5th,Software engineering,More than 8 hours,2–4 hours,yes,1,10–20 hours,no,moderate,4
02/03/2026 16:55:00,25,cycle d'ingénieur,2nd,Biomedical engineering,7–8 hours,4–6 hours,no,1,20–30 hours,no,high,7
12/04/2026 12:53:51,22,cycle d'ingénieur,2nd,BIOMEDICAL ,7–8 hours,4–6 hours,yes,1,Less than 10 hours,no,low,2
17/04/2026 20:12:00,21,cycle d'ingénieur,4th,Biomedical engineering,More than 8 hours,2–4 hours,yes,2,Less than 10 hours,yes,low,1
20/01/2026 21:22:00,23,cycle d'ingénieur,2nd,Software engineering,More than 8 hours,4–6 hours,no,2,10–20 hours,no,high,2
04/04/2026 14:23:00,23,cycle d'ingénieur,3rd,Healthcare IT,5–6 hours,More than 6 hours,no,1,Less than 10 hours,no,moderate,4
30/03/2026 09:04:00,20,licence,3rd,Philosophy,Less than 5 hours,4–6 hours,no,1,More than 30 hours,yes,high,9
21/01/2026 22:22:00,22,cycle d'ingénieur,5th,Civil engineering,7–8 hours,2–4 hours,no,1,20–30 hours,yes,high,5
07/04/2026 12:22:05,19,licence,1st,Licence,5–6 hours,2–4 hours,yes,1,10–20 hours,yes,moderate,4
30/04/2026 06:29:00,26,cycle d'ingénieur,5th,Embedded systems,Less than 5 hours,4–6 hours,yes,2,Less than 10 hours,yes,low,5
09/02/2026 21:29:00,22,licence,3rd,Web development,7–8 hours,2–4 hours,yes,1,More than 30 hours,no,moderate,6
19/02/2026 16:12:00,21,préparatoire intégrée,2nd,Engineering sciences,5–6 hours,4–6 hours,yes,2,Less than 10 hours,no,low,2
17/04/2026 16:54:00,19,médecine,6th,Pediatrics,Less than 5 hours,4–6 hours,yes,3 or more,More than 30 hours,yes,high,7
11/03/2026 21:45:20,23,cycle d'ingénieur,4th,CIGBS2,5–6 hours,4–6 hours,no,2,10–20 hours,no,high,10
02/03/2026 03:19:00,30,mastère,1st,Droit / law,5–6 hours,4–6 hours,yes,1,Less than 10 hours,yes,low,7
21/01/2026 14:29:00,25,cycle d'ingénieur,4th,Data science,Less than 5 hours,More than 6 hours,no,2,More than 30 hours,no,high,8
16/04/2026 13:07:51,23,cycle d'ingénieur,2nd,BIOMEDICAL ,7–8 hours,4–6 hours,yes,1,Less than 10 hours,no,low,2
21/01/2026 00:37:00,20,cycle d'ingénieur,1st,Software engineering,Less than 5 hours,2–4 hours,no,3 or more,More than 30 hours,no,high,6
10/02/2026 14:01:00,17,préparatoire intégrée,1st,Biology,7–8 hours,2–4 hours,yes,2,10–20 hours,no,low,5
07/02/2026 00:53:00,21,licence,3rd,Law,7–8 hours,2–4 hours,yes,0,Less than 10 hours,yes,low,4
25/03/2026 17:05:00,21,Bachelor degree at TBS,3rd,Marketing,7–8 hours,2–4 hours,no,0,More than 30 hours,no,high,7
07/04/2026 23:56:00,22,licence,1st,Biotechnology,7–8 hours,More than 6 hours,no,0,Less than 10 hours,yes,low,3
17/03/2026 11:20:00,25,cycle d'ingénieur,2nd,Mechanical engineering,5–6 hours,More than 6 hours,no,0,10–20 hours,no,moderate,5
16/04/2026 16:30:51,23,cycle d'ingénieur,2nd,BIOMEDICAL ,7–8 hours,4–6 hours,yes,1,Less than 10 hours,no,low,3
04/04/2026 12:45:51,21,cycle d'ingénieur,2nd,BIOMEDICAL ,7–8 hours,4–6 hours,yes,1,Less than 10 hours,no,low,2
28/02/2026 03:59:00,23,mastère,1st,Business law,5–6 hours,2–4 hours,no,1,20–30 hours,yes,high,5
27/02/2026 12:48:00,24,cycle d'ingénieur,2nd,Cybersecurity,More than 8 hours,4–6 hours,yes,2,Less than 10 hours,no,moderate,2
27/03/2026 16:03:00,19,licence,3rd,Chemistry,Less than 5 hours,More than 6 hours,no,3 or more,10–20 hours,yes,moderate,9
16/02/2026 21:43:00,23,cycle d'ingénieur,5th,Data science,5–6 hours,2–4 hours,yes,1,Less than 10 hours,yes,moderate,10
15/02/2026 04:12:00,19,licence,2nd,Philosophy,5–6 hours,4–6 hours,no,2,10–20 hours,yes,moderate,7
18/02/2026 21:13:00,25,licence,1st,Sciences de gestion,7–8 hours,More than 6 hours,no,0,10–20 hours,yes,moderate,5
19/02/2026 07:48:00,18,licence,3rd,Accounting,Less than 5 hours,More than 6 hours,yes,0,Less than 10 hours,yes,moderate,7
05/05/2026 12:23:00,28,licence,3rd,Network security,Less than 5 hours,4–6 hours,no,1,10–20 hours,no,high,1
30/01/2026 06:10:00,18,Bachelor degree at TBS,1st,International business,Less than 5 hours,4–6 hours,yes,3 or more,Less than 10 hours,no,moderate,7
13/03/2026 08:23:00,25,mastère,1st,Environmental science,7–8 hours,Less than 2 hours,no,0,10–20 hours,yes,low,6
09/04/2026 16:44:00,28,mastère,2nd,AI & machine learning,Less than 5 hours,2–4 hours,yes,1,10–20 hours,no,moderate,5
28/03/2026 10:02:00,21,Bachelor degree at TBS,1st,Marketing,Less than 5 hours,4–6 hours,no,3 or more,10–20 hours,yes,high,10
07/02/2026 11:26:00,36,doctorat,2nd,Mathematics,5–6 hours,More than 6 hours,yes,3 or more,10–20 hours,yes,moderate,9
28/02/2026 09:30:00,28,mastère,1st,AI & machine learning,5–6 hours,More than 6 hours,no,1,Less than 10 hours,yes,moderate,10
17/03/2026 00:16:10,22,cycle d'ingénieur,4th,Biomedical engineering ,5–6 hours,2–4 hours,no,2,10–20 hours,yes,moderate,6
21/03/2026 00:21:00,20,licence,3rd,Informatique de gestion,7–8 hours,2–4 hours,no,3 or more,More than 30 hours,no,high,7
14/03/2026 20:31:43,22,cycle d'ingénieur,4th,Industrial computer science,More than 8 hours,4–6 hours,yes,1,Less than 10 hours,yes,moderate,4
14/02/2026 22:07:00,25,cycle d'ingénieur,5th,Biomedical engineering,More than 8 hours,Less than 2 hours,yes,3 or more,10–20 hours,yes,moderate,6
10/02/2026 15:26:00,22,licence,1st,Physics,Less than 5 hours,More than 6 hours,no,0,Less than 10 hours,yes,moderate,9
20/03/2026 08:08:00,31,mastère,2nd,Droit / law,7–8 hours,2–4 hours,no,0,Less than 10 hours,no,low,1
07/02/2026 12:36:00,19,Bachelor degree at TBS,1st,International business,Less than 5 hours,4–6 hours,yes,3 or more,Less than 10 hours,no,moderate,7
10/03/2026 01:32:00,23,mastère,2nd,Telecom & networks,7–8 hours,4–6 hours,no,1,More than 30 hours,no,low,4
30/04/2026 23:12:00,26,cycle d'ingénieur,2nd,Mechanical engineering,5–6 hours,More than 6 hours,no,1,Less than 10 hours,yes,moderate,5
03/04/2026 19:49:00,24,Bachelor degree at TBS,1st,Marketing,Less than 5 hours,4–6 hours,no,3 or more,10–20 hours,yes,high,10
11/03/2026 13:06:00,25,médecine,6th,Cardiology,Less than 5 hours,2–4 hours,yes,1,20–30 hours,yes,moderate,10
03/03/2026 00:04:00,27,cycle d'ingénieur,5th,Software engineering,7–8 hours,4–6 hours,yes,1,20–30 hours,no,low,2
20/01/2026 20:32:00,19,cycle d'ingénieur,5th,Mechanical engineering,7–8 hours,4–6 hours,no,1,Less than 10 hours,no,moderate,4
08/02/2026 16:24:00,17,préparatoire intégrée,1st,Biology,More than 8 hours,2–4 hours,yes,2,10–20 hours,no,low,5
12/04/2026 00:58:00,18,licence,2nd,Biotechnology,7–8 hours,4–6 hours,yes,2,Less than 10 hours,yes,low,4
04/03/2026 11:05:00,22,cycle d'ingénieur,5th,Mécatronique,More than 8 hours,Less than 2 hours,no,0,20–30 hours,no,moderate,8
13/03/2026 05:50:00,21,licence,2nd,English,5–6 hours,More than 6 hours,no,3 or more,More than 30 hours,yes,high,10
09/02/2026 22:27:00,24,cycle d'ingénieur,5th,Civil engineering,5–6 hours,More than 6 hours,yes,0,Less than 10 hours,yes,low,5
20/03/2026 02:46:29,19,licence,1st,Law,Less than 5 hours,More than 6 hours,no,2,Less than 10 hours,no,low,5
28/04/2026 06:54:00,18,cycle d'ingénieur,2nd,Biomedical engineering,5–6 hours,More than 6 hours,no,3 or more,10–20 hours,yes,high,9
21/03/2026 18:07:00,24,cycle d'ingénieur,4th,Mechanical engineering,7–8 hours,4–6 hours,no,1,20–30 hours,no,moderate,3
18/02/2026 14:13:00,20,cycle d'ingénieur,5th,Healthcare IT,7–8 hours,2–4 hours,yes,1,20–30 hours,no,moderate,3
18/02/2026 17:48:00,22,cycle d'ingénieur,5th,Software engineering,Less than 5 hours,4–6 hours,no,0,10–20 hours,no,moderate,5
20/01/2026 14:22:00,26,cycle d'ingénieur,4th,Healthcare IT,More than 8 hours,4–6 hours,no,1,10–20 hours,yes,moderate,4
14/01/2026 05:30:00,21,mastère,2nd,Environmental science,5–6 hours,More than 6 hours,yes,1,10–20 hours,yes,moderate,10
27/01/2026 02:59:00,30,mastère,2nd,Finance & banking,5–6 hours,More than 6 hours,yes,0,Less than 10 hours,no,low,5
16/04/2026 08:21:00,28,mastère,2nd,Droit / law,7–8 hours,4–6 hours,yes,0,10–20 hours,no,moderate,3
13/02/2026 01:52:00,23,cycle d'ingénieur,5th,Civil engineering,5–6 hours,More than 6 hours,yes,0,Less than 10 hours,yes,low,4
20/02/2026 19:28:00,17,préparatoire intégrée,1st,Biology,More than 8 hours,2–4 hours,yes,2,10–20 hours,no,low,5
22/02/2026 08:53:00,18,préparatoire intégrée,1st,AI,7–8 hours,Less than 2 hours,no,1,Less than 10 hours,yes,low,4
09/04/2026 14:54:00,22,préparatoire intégrée,2nd,Biology,Less than 5 hours,4–6 hours,no,2,More than 30 hours,yes,high,10
12/02/2026 04:26:00,22,cycle d'ingénieur,2nd,Software engineering,More than 8 hours,2–4 hours,no,0,Less than 10 hours,no,low,2
21/03/2026 13:36:20,23,cycle d'ingénieur,4th,CIGBS2,5–6 hours,4–6 hours,no,2,10–20 hours,no,high,10
15/02/2026 02:25:00,19,pharmacie,3rd,Pharmacology,Less than 5 hours,More than 6 hours,yes,1,Less than 10 hours,no,low,7
01/02/2026 13:57:00,25,licence,1st,Psychology,Less than 5 hours,4–6 hours,no,1,20–30 hours,no,high,9
10/02/2026 17:32:00,18,préparatoire intégrée,1st,Computer science,Less than 5 hours,More than 6 hours,no,1,10–20 hours,yes,moderate,6
23/03/2026 06:14:00,22,licence,1st,Informatique de gestion,7–8 hours,2–4 hours,no,2,20–30 hours,yes,high,7
30/04/2026 12:21:00,22,préparatoire intégrée,2nd,Physics,More than 8 hours,2–4 hours,no,1,20–30 hours,no,low,1
14/03/2026 16:34:00,22,mastère,2nd,Environmental science,7–8 hours,4–6 hours,yes,2,20–30 hours,yes,low,6
05/03/2026 16:38:29,19,licence,1st,Law,Less than 5 hours,More than 6 hours,no,2,Less than 10 hours,no,low,6
10/03/2026 02:48:00,26,cycle d'ingénieur,5th,Software engineering,More than 8 hours,4–6 hours,yes,1,20–30 hours,no,low,2
28/03/2026 20:19:00,25,mastère,1st,Droit / law,7–8 hours,More than 6 hours,yes,2,Less than 10 hours,yes,low,6
22/03/2026 20:57:13,23,cycle d'ingénieur,1st,Biomedical Engineering,5–6 hours,Less than 2 hours,no,3 or more,Less than 10 hours,yes,moderate,10
07/02/2026 01:10:00,19,cycle d'ingénieur,3rd,Industrial computer science,7–8 hours,Less than 2 hours,yes,1,Less than 10 hours,yes,low,6
20/02/2026 15:23:00,23,cycle d'ingénieur,1st,Biomedical engineering,More than 8 hours,2–4 hours,yes,2,Less than 10 hours,no,low,1
13/02/2026 19:16:00,22,cycle d'ingénieur,4th,Mécatronique,Less than 5 hours,2–4 hours,yes,0,Less than 10 hours,no,low,1
14/04/2026 20:09:00,19,licence,3rd,Network security,7–8 hours,2–4 hours,no,3 or more,Less than 10 hours,no,moderate,7
21/02/2026 13:28:00,18,préparatoire intégrée,2nd,Computer science,Less than 5 hours,More than 6 hours,yes,3 or more,10–20 hours,yes,moderate,9
